Disease,Genes,id,did,Summary
pancytopenia,['FANCC'],MESH:D010198,DOID:12450,"An anemia that is characterized by a reduction in the number of red blood cells, white blood cells, and platelets."
panhypopituitarism,"['LHX4', 'LHX3', 'PROP1', 'OTX2', 'RNPC3', 'POU1F1']",MESH:C580003,DOID:9410,A hypopituitarism characterized by deficiency in growth hormone and at least one other pituitary hormone.
panic disorder,"['MBL2', 'MAOA', 'HTR1A', 'CCKBR', 'CRH']",MESH:D016584,DOID:594,"An anxiety disorder that is characterized by unexpected and repeated episodes of intense fear accompanied by physical symptoms that may include chest pain, heart palpitations, shortness of breath, dizziness, or abdominal distress."
pantothenate kinase-associated neurodegeneration,['PANK2'],MESH:D006211,DOID:3981,A neurodegeneration with brain iron accumulation that has_material_basis_in autosomal recessive inheritance of mutation in the PANK2 gene on chromosome 20p13.
panuveitis,['IL10'],MESH:D015864,DOID:12030,"An uveitis that is characterized by inflammation of all layers of the uvea (middle layer) of the eye, which includes the iris, ciliary body, and choroid."
papillary renal cell carcinoma,"['MET', 'PRCC']",MESH:C538614,DOID:4465,"A renal cell carcinoma that is characterized by the development of multiple, bilateral papillary renal tumors."
paracoccidioidomycosis,['HLA-DRB1'],MESH:D010229,DOID:12662,"A primary systemic mycosis that results_in systemic fungal infection located_in mucosa, located_in lymph nodes, located_in bone, located_in skin or located_in lungs, has_material_basis_in Paracoccidioides brasiliensis."
paraganglioma,"['SDHB', 'SDHD', 'DLST', 'SLC25A11', 'SDHA', 'SDHC', 'SDHAF2']",MESH:D010235,DOID:0050773,A pheochromocytoma that arises in extraadrenal sympathetic ganglia.
paramyotonia congenita of Von Eulenburg,['SCN4A'],MESH:D020967,DOID:0111538,A neuromuscular disease characterized by onset in infancy or early childhood of bouts of myotonia and muscle weakness that are increased by cold exposure that has_material_basis_in heterozygous mutation in the SCN4A gene on chromosome 17q23.3.
paranoid schizophrenia,"['PAX6', 'KCNN3', 'HSPA1A']",MESH:D012563,DOID:1229,"A schizophrenia characterized by delusions or auditory hallucinations of persecution or being plotted against without thought disorder, disorganized behavior, or affective flattening."
parastremmatic dwarfism,['TRPV4'],MESH:C537172,DOID:0111539,"An osteochondrodysplasia characterized by severe dwarfism, kyphoscoliosis, stiffness of large joints and bowing and twisting of lower limbs that has_material_basis_in heterozygous mutation in the TRPV4 gene on chromosome 12q24.11."
parathyroid carcinoma,['CDC73'],MESH:D010282,DOID:1540,An endocrine gland cancer located_in the parathyroid glands located in the neck.
parietal foramina,"['ALX4', 'MSX2']",MESH:C566826,DOID:0060285,"An inherited neural tube defect that is characterized by enlarged openings in the parietal bones of the skull, has_material_basis_in mutation in the ALX4 gene or MSX2 gene."
paroxysmal extreme pain disorder,['SCN9A'],MESH:C563475,DOID:0111537,"An autonomic nervous system disease characterized by onset in the neonatal period or infancy of paroxysms of rectal, ocular, or submandibular pain with flushing that has_material_basis_in heterozygous mutation in the SCN9A gene on chromosome 2q24.3."
paroxysmal nocturnal hemoglobinuria,"['HLA-DQA1', 'C5', 'PIGT', 'PIGA', 'C3']",MESH:D006457,DOID:0060284,"An acquired hemolytic anemia that is characterized by abdominal pain, hematuria, esophageal dysmotility and thrombosis, has_material_basis_in defect in the cell membrane glycosyl phosphatidylinositols that protect red blood cells from the innate complement immune system."
pathological gambling,"['HTR2A', 'COMT', 'DRD4']",MESH:D005715,DOID:12399,"An impulse control disorder that involves the uncontrollable impulse to gamble, irrespective of the interference the behaviour has on the individual's life."
peanut allergy,['IL13'],MESH:D021183,DOID:4378,A legume allergy that is an allergy or hypersensitivity to dietary substances from peanuts causing an overreaction of the immune system which in a small percentage of people may lead to severe physical symptoms.
peeling skin syndrome,"['CSTA', 'FLG2', 'TGM5', 'CDSN', 'CHST8', 'SERPINB8']",MESH:C564818,DOID:0060283,"A skin disease that is characterized by the painless, continuous peeling of the top layer of skin."
pemphigus,"['HLA-DQA1', 'HLA-DRB1', 'IL2', 'CD36', 'CAST', 'CD40']",MESH:D010392,DOID:9182,"An autoimmune disease of skin and connective tissue that is characterized by blistering of the outer layer of the skin and mucous membranes (mouth, nose, throat, eyes, and genitals), causing lesions and blisters that are easily ruptured."
pemphigus vulgaris,[],MESH:D010392,DOID:0060851,A pemphigus characterized by autosomal dominant blisters and erosions on the skin and mucous membranes erosions cause by autoantibodies to intercellular cement substance.
pentosuria,['DCXR'],MESH:C536652,DOID:0111258,An amino acid metabolic disorder characterized by excretion of excess pentose L-xylulose (1-4 g/day) in the urine that has_material_basis_in homozygous or compound heterozygous mutation in DCXR on 17q25.3.
pericarditis,['PRG4'],MESH:D010493,DOID:1787,A pericardium disease that is characterized by an inflammation of the pericardium and has_symptom chest pain.
periodontal disease,['IL6'],MESH:D010510,DOID:3388,A mouth disease that is relating to or affecting the structures surrounding and supporting the teeth.
peripheral artery disease,"['P2RY12', 'MTHFR', 'DAB2IP']",MESH:D058729,DOID:0050830,"An artery disease that is characterized by build up of plaque in the arteries that carry blood to your head, organs, and limbs."
peripheral nervous system neoplasm,[],MESH:D010524,DOID:1192,A nervous system cancer that is located in the peripheral nervous system.
peripheral vascular disease,"['IL6', 'APOH', 'LIPC', 'MBL2']",MESH:D001157,DOID:341,"A vascular disease that is characterized by obstruction of larger arteries not within the coronary, aortic arch vasculature, or brain."
periventricular nodular heterotopia,"['ARFGEF2', 'ARF1', 'FLNA', 'NEDD4L', 'MAP1B']",MESH:D054091,DOID:0050454,A congenital nervous system abnormality characterized by non proper migration of neurons during the early development of the fetal brain.
pernicious anemia,['CBLIF'],MESH:D000752,DOID:13381,"A nutritional deficiency disease that is characterized by a decrease in red blood cells due to malabsorption of vitamin B12, has_symptom fatigue, pallor, shortness of breath, glossitis, ataxia, and/or paresthesia, has_material_basis_in atrophic gastritis, autoimmune disorder affecting the production or function of intrinsic factor, and/or genetic factors."
peroxisomal acyl-CoA oxidase deficiency,['ACOX1'],MESH:C536662,DOID:0050797,A peroxisomal disease that is characterized by hypotonia and seizures in the neonatal period and neurological regression in early infancy that has_material_basis_in homozygous mutation in the ACOX1 gene on chromosome 17q25.1.
peroxisomal disease,['PHYH'],MESH:D018901,DOID:906,An inherited metabolic disorder that involves peroxisome malfunction.
persistent Mullerian duct syndrome,"['AMH', 'AMHR2']",MESH:C536665,DOID:0050791,"A pseudohermaphroditism that is characterized by the persistence of Mullerian duct derivatives (i.e. uterus, cervix, fallopian tubes and upper two thirds of vagina) in a phenotypically and karyotypically male."
persistent hyperplastic primary vitreous,['ATOH7'],MESH:D054514,DOID:0060282,"A developmental vitreous disease that is characterized by leukocoria, strabismus and vision loss, caused by failure of primary vitreous and hyaloid vasculature to regress during embryological development."
phagocyte bactericidal dysfunction,['CYBA'],MESH:D010585,DOID:3262,A primary immunodeficiency disease where phagocytes have a diminished ability to fight bacterial infection.
phenylketonuria,"['PAH', 'PTS', 'QDPR']",MESH:D010661,DOID:9281,"An amino acid metabolic disorder that is characterized by a mutation in the gene for the hepatic enzyme phenylalanine hydroxylase (PAH), rendering it nonfunctional."
pheochromocytoma,"['MAX', 'SDHB', 'RET', 'HSD17B10', 'VHL', 'TMEM127']",MESH:D010673,DOID:0050771,"An endocrine organ benign neoplasm that arises within the adrenal medulla, releasing epinephrines and norepinephrines hormones that cause either episodic or persistent high blood pressure."
phobic disorder,['MED12'],MESH:D010698,DOID:591,An anxiety disorder where fear and anxiety are triggered by a specific stimulus or situation.
phosphoglycerate kinase 1 deficiency,[],MESH:C567067,DOID:0111933,"A glucose metabolism disease characterized by impaired ability to break down glucose resulting in the variable presentation of hemolytic anemia, myopathy, and neurologic anomalies that has_material_basis_in hemizygous or homozygous mutation in the PGK1 gene on chromosome Xq21.1."
phosphoribosylpyrophosphate synthetase superactivity,['PRPS1'],MESH:C567064,DOID:0111260,An inherited metabolic disorder characterized by increased synthesis of phosphoribosylpyrophosphate resulting in increased production of uric acid and purine that has_material_basis_in X-linked recessive inheritance of mutations in PRPS1 on Xq22.3 that result in increased activity of the gene. The mild form of the disease has late-juvenile or early adult onset while the more severe form has infantile or early-childhood onset.
piebaldism,"['KIT', 'SNAI2']",MESH:D016116,DOID:3263,An integumentary system disease characterized by congenital absence of melanocytes in areas of the skin and hair that has_material_basis_in heterozygous mutation in the KIT gene on chromosome 4q12.
pigmented paravenous chorioretinal atrophy,['CRB1'],MESH:C566801,DOID:0111541,An eye disease characterized by the presence of bone corpuscle pigmentation in a paravenous distribution in the ocular fundus that has_material_basis_in heterozygous mutation in the CRB1 gene on chromosome 1q31.3.
pityriasis rubra pilaris,['CARD14'],MESH:D010916,DOID:9212,"A skin disease that is characterized by hyperkeratotic follicular papules coalescing into orange-red scaly plaques, islands of sparing, and palmoplantar keratoderma."
placental abruption,[],MESH:D000033,DOID:9667,A placenta disease that is characterized by separation of the placental lining from the uterus of the mother.
placental insufficiency,['EPO'],MESH:D010927,DOID:3891,A placenta disease that is characterized by insufficient blood flow to the placenta during pregnancy.
plasma cell leukemia,['CD40'],MESH:D007952,DOID:9513,A plasma cell neoplasm that is characterized by the presence of a circulating clonal plasma cell count that exceeds 2x10^9/L or is 20% of the leukocyte differential count.
plasminogen deficiency type I,['PLG'],MESH:C566897,DOID:0111592,"A syndrome characterized by decreased serum plasminogen activity, decreased plasminogen antigen levels, and chronic mucosal pseudomembranous lesions typically manifesting as ligneous conjunctivitis that has_material_basis_in homozygous or compound heterozygous mutation in PLG on chromosome 6q26."
platelet-type bleeding disorder 17,['GFI1B'],MESH:D055652,DOID:0111049,"A blood platelet disease characterized by autosomal dominant inheritance of increased bleeding tendency, gray platelets, thrombocytopenia, thrombasthenia, abnormal megakaryocytes, decreased or absent alpha-granules in platelets, and myelofibrosis that has_material_basis_in heterozygous mutation in the GFI1B gene on chromosome 9q34."
pleomorphic adenoma,['PLAG1'],MESH:D008949,DOID:452,A gastrointestinal system benign neoplasm that is a located_in the salivary glands.
pleural empyema,['PLAU'],MESH:D016724,DOID:3798,"A soft tissue infectious disease that involves accumulation of pus in the pleural cavity as a result of infection within the lung (pneumonia) or a lung abscess spreading into the space. The symptoms include cough, fever, chest pain, sweating and shortness of breath."
pleural tuberculosis,"['CCR2', 'IL1RN', 'ADA', 'IL1B']",MESH:D014396,DOID:106,"An extrapulmonary tuberculosis that results_in lymphocyte-predominant exudative pleural effusion, located_in pleura. This results from an allergic response to tuberculoprotein causing the permeabiltity of the pleural vasculature to alter leading to a sub-pleural caseous focus rupture into the pleural sac."
pleuropulmonary blastoma,['DICER1'],MESH:C537516,DOID:4769,A pulmonary blastoma that derives_from the lung or pleural cavity.
pneumoconiosis,[],MESH:D011009,DOID:10316,An interstitial lung disease that is caused by the inhalation of dust.
pneumonia,"['SERPINE1', 'FCGR3A', 'NFKBIA', 'C5', 'MIF', 'TNFRSF1B', 'IL1RN', 'VDR', 'SFTPD', 'ACE', 'SOD3', 'ABO', 'CYP1A1', 'HMOX1']",MESH:D011014,DOID:552,"A lung disease that involves lung parenchyma or alveolar inflammation and abnormal alveolar filling with fluid (consolidation and exudation). It results from a variety of causes including infection with bacteria, viruses, fungi or parasites, and chemical or physical injury to the lungs. It is accompanied by fever, chills, cough, and difficulty in breathing."
poikiloderma with neutropenia,['USB1'],MESH:C565820,DOID:0060551,"A skin disease characterized by poikiloderma, hyperkeratotic nails, generalized hyperkeratosis on palms and soles, neutropenia, short stature, and recurrent pulmonary infections and has_material_basis_in mutation in the C16ORF57 gene on chromosome 16q13."
polyarteritis nodosa,['ELN'],MESH:D010488,DOID:9810,A vasculitis that is characterized by necrotizing inflammation of medium or small arteries.
polycystic liver disease,"['ALG8', 'GANAB', 'PRKCSH', 'LRP5', 'SEC63']",MESH:C536330,DOID:0050770,A liver disease that is characterized by the presence of multiple cysts located_in the liver.
polycystic ovary syndrome,"['CYP19A1', 'CAPN10', 'VDR', 'CYP1A1', 'FST']",MESH:D011085,DOID:11612,"An ovarian dysfunction that is characterized by hyperandrogenism, polycystic ovaries, hirsutism, oligomenorrhea or amenorrhea, anovulation and excessive body weight."
polycythemia,"['HBB', 'VHL', 'EPAS1', 'ACE', 'EPOR', 'EGLN1']",MESH:D011086,DOID:8432,A bone marrow disease characterized by an increased number of red blood cells in the bloodstream resulting in thicker blood and reduced blood flow.
polycythemia vera,"['GSTM1', 'JAK2']",MESH:D011087,DOID:8997,"A myeloproliferative neoplasm characterized by erythroid hyperplasia, myeloid leukocytosis, thrombocytosis, and splenomegaly."
polydactyly,"['SHH', 'GLI3']",MESH:C562429,DOID:1148,A physical disorder that is characterized by the presence of more than five fingers per hand or five toes per foot.
"polyhydramnios, megalencephaly, and symptomatic epilepsy",['STRADA'],MESH:C567020,DOID:0070511,"A syndrome characterized by polyhydramnios, distinctive craniofacial features, infantile-onset epilepsy, hypotonia, macrocephaly, and global developmental delay that has_material_basis_in homozygous mutation in the STRADA gene on chromosome 17q23.3."
polymicrogyria,['WDR62'],MESH:D065706,DOID:0080918,A brain disease that is characterized by malformation of the developing brain characterized by abnormal cortical lamination and an unusual folding pattern of the cerebral cortex such that all or part of the brain surface is taken up by an excessive number of small folds (gyri).
polymyalgia rheumatica,['MBL2'],MESH:D011111,DOID:853,"A collagen disease that is characterized by pain, stiffness, and tenderness of the proximal muscle groups including the shoulder, pelvic girdle and the neck."
polymyositis,"['ELN', 'PMS1', 'STAT4']",MESH:D017285,DOID:0080745,A myositis that is characterized by muscle weakness affecting both sides of your body.
polyneuropathy,"['HLA-DRB1', 'SOD2', 'SOD3', 'FCGR3A']",MESH:D011115,DOID:1389,"A peripheral system disease that is characterized by damage affecting peripheral nerves (peripheral neuropathy) in roughly the same areas on both sides of the body, featuring weakness, numbness, pins-and-needles, and burning pain."
